customer_id,age,email,salary,country,phone,signup_date
C0032,29.0,user32@example.com,51473.71738113061,UK,416-555-0032,2020-02-01
C0033,75.0,user33@example.com,91186.03019102212,Australia,416-555-0033,2020-02-02
C0034,39.0,user34@example.com,96591.78844026371,Canada,416-555-0034,2020-02-03
C0035,78.0,user35@example.com,,UK,416-555-0035,2020-02-04
C0036,61.0,user36@example.com,63995.59975586654,Australia,416-555-0036,2020-02-05
C0037,42.0,user37@example.com,78089.47261775071,UK,416-555-0037,2020-02-06
C0038,66.0,user38@example.com,74690.507161477,Canada,416-555-0038,2020-02-07
C0039,44.0,user39@example.com,65065.62775972831,Australia,416-555-0039,2020-02-08
C0040,76.0,user40@example.com,56787.16570583798,UK,416-555-0040,2020-02-09
C0041,59.0,user41@example.com,38998.639844567704,Canada,416-555-0041,2020-02-10
C0042,45.0,user42@example.com,34813.6767072632,USA,416-555-0042,2020-02-11
C0043,77.0,user43@example.com,116268.73471948785,Canada,416-555-0043,2020-02-12
C0044,33.0,user44@example.com,106242.88296860308,USA,416-555-0044,2020-02-13
C0045,32.0,user45@example.com,61941.467141644855,UK,416-555-0045,2020-02-14
C0046,79.0,user46@example.com,116112.07966138107,Australia,416-555-0046,2020-02-15
C0047,79.0,user47@example.com,90909.2913981873,Australia,416-555-0047,2020-02-16
C0048,64.0,user48@example.com,73426.88546783783,UK,416-555-0048,2020-02-17
C0049,79.0,user49@example.com,74372.30919946244,Australia,416-555-0049,2020-02-18
C0050,68.0,user50@example.com,37495.597007573364,Australia,416-555-0050,2020-02-19
C0051,61.0,user51@example.com,"$38,253.37",USA,416-555-0051,2020-02-20
C0052,72.0,,84219.6833311007,UK,416-555-0052,2020-02-21
C0053,69.0,user53@example.com,79833.27471112207,Canada,416-555-0053,2020-02-22
C0054,74.0,user54@example.com,49145.51055218061,USA,416-555-0054,2020-02-23
C0055,20.0,user55@example.com,115157.50885935212,UK,416-555-0055,2020-02-24
C0056,54.0,user56@example.com,100316.64454240823,USA,416-555-0056,2020-02-25
C0057,68.0,user57@example.com,40211.81418157032,Canada,416-555-0057,2020-02-26
C0058,24.0,user58@example.com,113783.61951185633,Canada,416-555-0058,2020-02-27
C0059,38.0,user59@example.com,117682.33876809692,UK,416-555-0059,2020-02-28
C0060,26.0,user60@example.com,119633.81178272962,Canada,416-555-0060,2020-02-29
C0061,56.0,user61@example.com,35028.4039209615,USA,416-555-0061,2020-03-01
C0062,35.0,user62@example.com,96333.2001111908,Canada,416-555-0062,2020-03-02
C0063,21.0,user63@example.com,79132.419314849,USA,416-555-0063,2020-03-03
C0064,42.0,user64@example.com,93524.83354908251,USA,416-555-0064,2020-03-04
C0065,77.0,user65@example.com,117178.67495767213,Canada,416-555-0065,2020-03-05
C0066,31.0,user66@example.com,91922.70091575352,UK,416-555-0066,2020-03-06
C0067,67.0,user67@example.com,105326.74868136365,Australia,416-555-0067,2020-03-07
C0068,75.0,user68@example.com,108018.18347797572,Canada,416-555-0068,2020-03-08
C0069,26.0,user69@example.com,105463.26873875865,USA,416-555-0069,2020-03-09
C0070,43.0,user70@example.com,68348.23275422471,USA,416-555-0070,2020-03-10
C0071,70.0,user71@example.com,50031.87758139275,Canada,416-555-0071,2020-03-11
C0072,19.0,user72@example.com,,UK,416-555-0072,2020-03-12
C0073,37.0,user73@example.com,110270.72178990989,UK,416-555-0073,2020-03-13
C0074,45.0,user74@example.com,43194.43395228229,USA,416-555-0074,2020-03-14
C0075,64.0,user75@example.com,76199.35518231537,USA,416-555-0075,2020-03-15
C0076,77.0,user76@example.com,50990.5265182075,UK,416-555-0076,2020-03-16
C0077,24.0,user77@example.com,82317.48755041041,Australia,416-555-0077,2020-03-17
C0078,61.0,user78@example.com,107682.46697901035,Canada,416-555-0078,2020-03-18
C0079,78.0,user79@example.com,109232.39717745752,USA,416-555-0079,2020-03-19
C0080,25.0,user80@example.com,51301.66743138709,USA,416-555-0080,2020-03-20
C0081,64.0,user81@example.com,111692.43357136917,UK,416-555-0081,2020-03-21
C0082,52.0,user82@example.com,83269.98649391558,Canada,416-555-0082,2020-03-22
C0083,31.0,user83@example.com,61519.64220302822,UK,416-555-0083,2020-03-23
C0084,34.0,user84@example.com,93736.30760248798,Canada,416-555-0084,2020-03-24
C0085,53.0,user85@example.com,73350.02891677039,Canada,416-555-0085,2020-03-25
C0086,67.0,user86@example.com,64018.8831110029,Canada,416-555-0086,2020-03-26
C0087,57.0,user87@example.com,93457.59278669939,USA,416-555-0087,2020-03-27
C0088,21.0,user88@example.com,52385.173898725916,Australia,416-555-0088,2020-03-28
C0089,19.0,user89@example.com,59722.72761171887,UK,416-555-0089,2020-03-29
C0090,79.0,user90@example.com,69100.66600394441,Australia,416-555-0090,2020-03-30
C0091,23.0,user91@example.com,52831.39564858249,UK,416-555-0091,2020-03-31
C0092,71.0,user92@example.com,66468.18781032754,Canada,416-555-0092,2020-04-01
C0093,59.0,user93@example.com,81432.57226845095,USA,416-555-0093,2020-04-02
C0094,21.0,user94@example.com,96687.64748196014,Australia,416-555-0094,2020-04-03
C0095,71.0,user95@example.com,99047.53677977146,USA,416-555-0095,2020-04-04
C0096,46.0,,104051.13166890238,UK,416-555-0096,2020-04-05
C0097,35.0,user97@example.com,,USA,416-555-0097,2020-04-06
C0098,43.0,user98@example.com,91293.5484387218,USA,416-555-0098,2020-04-07
C0099,61.0,user99@example.com,51375.58241632229,Australia,416-555-0099,2020-04-08
C0100,51.0,user100@example.com,66020.06035848224,Canada,416-555-0100,2020-04-09
C0101,27.0,user101@example.com,72994.34017922048,USA,416-555-0101,2020-04-10
C0102,79.0,user102@example.com,37460.21895240188,Canada,416-555-0102,2020-04-11
C0103,53.0,user103@example.com,77553.31091674883,UK,416-555-0103,2020-04-12
C0104,31.0,user104@example.com,69270.22484459003,USA,416-555-0104,2020-04-13
C0105,48.0,user105@example.com,102189.83241240607,Australia,416-555-0105,2020-04-14
C0106,65.0,user106@example.com,118011.06018788437,UK,416-555-0106,2020-04-15
C0107,32.0,user107@example.com,80040.4534778326,UK,416-555-0107,2020-04-16
C0108,25.0,user108@example.com,59041.774944982535,Australia,416-555-0108,2020-04-17
C0109,31.0,user109@example.com,33906.07049683555,USA,416-555-0109,2020-04-18
C0110,40.0,user110@example.com,113217.89972012363,USA,416-555-0110,2020-04-19
C0111,77.0,user111@example.com,112720.41437507934,UK,416-555-0111,2020-04-20
C0112,74.0,user112@example.com,52769.1151190317,USA,416-555-0112,2020-04-21
C0113,79.0,user113@example.com,92587.00107959828,Canada,416-555-0113,2020-04-22
C0114,57.0,user114@example.com,36789.10923807923,Australia,416-555-0114,2020-04-23
C0115,38.0,user115@example.com,44959.388871832765,Canada,416-555-0115,2020-04-24
C0116,33.0,user116@example.com,49512.81959278421,USA,416-555-0116,2020-04-25
C0117,62.0,user117@example.com,56504.45521554869,UK,416-555-0117,2020-04-26
C0118,35.0,user118@example.com,119624.82375264337,Australia,416-555-0118,2020-04-27
C0119,64.0,user119@example.com,92723.25502774333,USA,416-555-0119,2020-04-28
C0120,70.0,user120@example.com,64578.164824129795,USA,416-555-0120,2020-04-29
C0121,41.0,user121@example.com,96339.06352587174,UK,416-555-0121,2020-04-30
C0122,43.0,user122@example.com,112372.89075021957,UK,416-555-0122,2020-05-01
C0123,,user123@example.com,116283.21666670615,Canada,416-555-0123,2020-05-02
C0124,77.0,user124@example.com,35207.750798193665,Australia,416-555-0124,2020-05-03
C0125,77.0,user125@example.com,"$65,506.96",Australia,416-555-0125,2020-05-04
C0126,77.0,user126@example.com,39608.045934229594,UK,416-555-0126,2020-05-05
C0127,62.0,user127@example.com,60209.40583172669,Canada,416-555-0127,2020-05-06
C0128,58.0,user128@example.com,45271.1913506009,Australia,416-555-0128,2020-05-07
C0129,46.0,user129@example.com,88216.35255018514,UK,416-555-0129,2020-05-08
C0130,32.0,user130@example.com,64944.15455908849,USA,416-555-0130,2020-05-09
C0131,62.0,user131@example.com,50645.52711344547,Australia,416-555-0131,2020-05-10
C0132,18.0,user132@example.com,53934.41324678151,Canada,416-555-0132,2020-05-11
C0133,42.0,user133@example.com,62431.05856847414,Canada,416-555-0133,2020-05-12
C0134,24.0,user134@example.com,53395.48765688364,Canada,416-555-0134,2020-05-13
C0135,26.0,,70791.6762145948,USA,416-555-0135,2020-05-14
C0136,41.0,user136@example.com,32908.43559986854,Australia,416-555-0136,2020-05-15
C0137,18.0,user137@example.com,55178.71564520511,Australia,416-555-0137,2020-05-16
C0138,61.0,user138@example.com,67008.60487849676,USA,416-555-0138,2020-05-17
C0139,25.0,user139@example.com,84250.36938209686,Australia,416-555-0139,2020-05-18
C0140,41.0,user140@example.com,54386.18782636169,USA,416-555-0140,2020-05-19
C0141,28.0,user141@example.com,41986.66127013747,USA,416-555-0141,2020-05-20
C0142,68.0,user142@example.com,36858.03416392468,USA,416-555-0142,2020-05-21
C0143,34.0,user143@example.com,114647.86444218451,Canada,416-555-0143,2020-05-22
C0144,25.0,user144@example.com,67497.51519646312,Australia,416-555-0144,2020-05-23
C0145,52.0,,82304.63590627437,USA,416-555-0145,2020-05-24
C0146,52.0,user146@example.com,112725.88966520036,Australia,416-555-0146,2020-05-25
C0147,50.0,user147@example.com,37447.357803177554,Canada,416-555-0147,2020-05-26
C0148,76.0,user148@example.com,108899.53373332134,USA,416-555-0148,2020-05-27
C0149,22.0,user149@example.com,79642.9085289663,UK,416-555-0149,2020-05-28
C0150,59.0,user150@example.com,44835.08350233009,Canada,416-555-0150,2020-05-29
C0151,56.0,user151@example.com,67012.96049268323,UK,416-555-0151,2020-05-30
C0152,75.0,user152@example.com,99984.2055361703,Australia,416-555-0152,2020-05-31
C0153,58.0,user153@example.com,73233.30736797192,Australia,416-555-0153,2020-06-01
C0154,45.0,user154@example.com,118675.7445598954,Canada,416-555-0154,2020-06-02
C0155,24.0,user155@example.com,63906.50729441467,Australia,416-555-0155,2020-06-03
C0156,26.0,user156@example.com,97462.04699784648,UK,416-555-0156,2020-06-04
C0157,25.0,user157@example.com,65369.05040809732,USA,416-555-0157,2020-06-05
C0158,29.0,user158@example.com,104624.7798635863,USA,416-555-0158,2020-06-06
C0159,51.0,user159@example.com,81217.33222491728,USA,416-555-0159,2020-06-07
C0160,50.0,user160@example.com,35716.06466310012,Canada,416-555-0160,2020-06-08
C0161,65.0,user161@example.com,33313.96808723923,Australia,416-555-0161,2020-06-09
C0162,72.0,user162@example.com,42046.69069205699,UK,416-555-0162,2020-06-10
C0163,40.0,user163@example.com,31230.476834429755,Australia,416-555-0163,2020-06-11
C0164,79.0,user164@example.com,36782.31543172161,Australia,416-555-0164,2020-06-12
C0165,,user165@example.com,92254.29574520208,Australia,416-555-0165,2020-06-13
C0166,54.0,user166@example.com,78091.16475265168,USA,416-555-0166,2020-06-14
C0167,52.0,user167@example.com,,UK,416-555-0167,2020-06-15
C0168,,user168@example.com,,UK,416-555-0168,2020-06-16
C0169,57.0,,82663.45790929248,Australia,416-555-0169,2020-06-17
C0170,39.0,user170@example.com,95350.87596646632,USA,416-555-0170,2020-06-18
C0171,44.0,user171@example.com,98137.30818382103,USA,416-555-0171,2020-06-19
C0172,52.0,user172@example.com,64006.54943482078,UK,416-555-0172,2020-06-20
C0173,18.0,user173@example.com,51697.63490966687,USA,416-555-0173,2020-06-21
C0174,52.0,user174@example.com,48454.07956558724,USA,416-555-0174,2020-06-22
C0175,54.0,user175@example.com,52629.81955606186,USA,416-555-0175,2020-06-23
C0176,,user176@example.com,54725.86173233179,Canada,416-555-0176,2020-06-24
C0177,31.0,user177@example.com,48650.488410725084,Australia,416-555-0177,2020-06-25
C0178,20.0,user178@example.com,109039.8600731273,UK,416-555-0178,2020-06-26
C0179,18.0,user179@example.com,98129.92189550058,UK,416-555-0179,2020-06-27
C0180,22.0,user180@example.com,,Canada,416-555-0180,2020-06-28
C0181,43.0,user181@example.com,54180.523382277664,Australia,416-555-0181,2020-06-29
C0182,72.0,user182@example.com,31996.626782727148,UK,416-555-0182,2020-06-30
C0183,31.0,user183@example.com,74834.86679813036,USA,416-555-0183,2020-07-01
C0184,56.0,user184@example.com,72858.96271101128,UK,416-555-0184,2020-07-02
C0185,44.0,user185@example.com,,USA,416-555-0185,2020-07-03
C0186,,user186@example.com,57699.951579394445,Canada,416-555-0186,2020-07-04
C0187,32.0,user187@example.com,103474.7161691756,USA,416-555-0187,2020-07-05
C0188,32.0,user188@example.com,117117.63888958408,UK,416-555-0188,2020-07-06
C0189,43.0,user189@example.com,,UK,416-555-0189,2020-07-07
C0190,59.0,user190@example.com,101263.60555226696,UK,416-555-0190,2020-07-08
C0191,77.0,user191@example.com,83096.03074238724,Canada,416-555-0191,2020-07-09
C0192,30.0,user192@example.com,73204.13703166276,Canada,416-555-0192,2020-07-10
C0193,68.0,user193@example.com,67848.22007985675,Australia,416-555-0193,2020-07-11
C0194,49.0,user194@example.com,100620.14375498786,UK,416-555-0194,2020-07-12
C0195,56.0,user195@example.com,87542.52212768182,USA,416-555-0195,2020-07-13
C0196,66.0,user196@example.com,102454.02007674257,Canada,416-555-0196,2020-07-14
C0197,69.0,user197@example.com,111283.59528089636,UK,416-555-0197,2020-07-15
C0198,78.0,user198@example.com,85553.73408875629,UK,416-555-0198,2020-07-16
C0199,49.0,user199@example.com,118241.645258314,Canada,416-555-0199,2020-07-17
C0200,21.0,user200@example.com,,Australia,416-555-0200,2020-07-18
C0201,47.0,user201@example.com,87297.98894600544,Canada,416-555-0201,2020-07-19
C0202,54.0,user202@example.com,79933.4047688003,Canada,416-555-0202,2020-07-20
C0203,40.0,user203@example.com,38190.188194619725,USA,416-555-0203,2020-07-21
C0204,56.0,user204@example.com,95375.73293852055,USA,416-555-0204,2020-07-22
C0205,62.0,user205@example.com,79270.16762092004,Australia,416-555-0205,2020-07-23
C0206,32.0,user206@example.com,70581.94026744939,UK,416-555-0206,2020-07-24
C0207,60.0,user207@example.com,111942.41505629457,Canada,416-555-0207,2020-07-25
C0208,46.0,user208@example.com,56816.35063877554,Australia,416-555-0208,2020-07-26
C0209,53.0,user209@example.com,77124.204841351,USA,416-555-0209,2020-07-27
C0210,30.0,user210@example.com,92787.7684344117,Canada,416-555-0210,2020-07-28
C0211,49.0,user211@example.com,101682.45981064896,UK,416-555-0211,2020-07-29
C0212,24.0,user212@example.com,71341.21271515552,USA,416-555-0212,2020-07-30
C0213,76.0,user213@example.com,105788.22735168388,USA,416-555-0213,2020-07-31
C0214,68.0,user214@example.com,99202.59671838577,USA,416-555-0214,2020-08-01
C0215,39.0,user215@example.com,35961.238006667925,Australia,416-555-0215,2020-08-02
C0216,45.0,user216@example.com,34127.513976416965,UK,416-555-0216,2020-08-03
C0217,19.0,user217@example.com,"$85,872.51",Canada,416-555-0217,2020-08-04
C0218,59.0,user218@example.com,61267.20674028728,Australia,416-555-0218,2020-08-05
C0219,62.0,user219@example.com,48821.77119706628,Australia,416-555-0219,2020-08-06
C0220,79.0,user220@example.com,,Australia,416-555-0220,2020-08-07
C0221,74.0,user221@example.com,60740.68894108906,USA,416-555-0221,2020-08-08
C0222,70.0,user222@example.com,78353.7075042663,UK,416-555-0222,2020-08-09
C0223,23.0,user223@example.com,"$71,410.72",Australia,416-555-0223,2020-08-10
C0224,45.0,user224@example.com,82628.94953542383,Canada,416-555-0224,2020-08-11
C0225,45.0,user225@example.com,66027.04400192533,UK,416-555-0225,2020-08-12
C0226,61.0,user226@example.com,92790.08163272386,Canada,416-555-0226,2020-08-13
C0227,61.0,user227@example.com,46206.05451143687,UK,416-555-0227,2020-08-14
C0228,37.0,user228@example.com,92685.13196043711,Canada,416-555-0228,2020-08-15
C0229,47.0,user229@example.com,67049.50929217754,USA,416-555-0229,2020-08-16
C0230,79.0,user230@example.com,108688.58443689754,Australia,416-555-0230,2020-08-17
C0231,28.0,user231@example.com,76371.24493777897,Canada,416-555-0231,2020-08-18
C0232,75.0,user232@example.com,117579.93143430939,UK,416-555-0232,2020-08-19
C0233,72.0,user233@example.com,84174.18559868642,Australia,416-555-0233,2020-08-20
C0234,45.0,user234@example.com,50146.41593156885,Australia,416-555-0234,2020-08-21
C0235,42.0,user235@example.com,103961.15731600043,UK,416-555-0235,2020-08-22
C0236,56.0,user236@example.com,61057.43650401481,Canada,416-555-0236,2020-08-23
C0237,79.0,user237@example.com,61285.72930344152,USA,416-555-0237,2020-08-24
C0238,50.0,user238@example.com,32862.42133366486,USA,416-555-0238,2020-08-25
C0239,18.0,user239@example.com,79384.37782866678,Canada,416-555-0239,2020-08-26
C0240,74.0,,78098.11533592707,Australia,416-555-0240,2020-08-27
C0241,44.0,user241@example.com,62039.23358447875,Australia,416-555-0241,2020-08-28
C0242,79.0,user242@example.com,110479.55366063332,Australia,416-555-0242,2020-08-29
C0243,74.0,user243@example.com,,Australia,416-555-0243,2020-08-30
C0244,69.0,user244@example.com,59708.95619791398,Canada,416-555-0244,2020-08-31
C0245,30.0,user245@example.com,58942.448821202604,Australia,416-555-0245,2020-09-01
C0246,58.0,user246@example.com,38306.152760587145,UK,416-555-0246,2020-09-02
C0247,20.0,user247@example.com,73303.0854650664,Australia,416-555-0247,2020-09-03
C0248,56.0,user248@example.com,91900.62453864748,USA,416-555-0248,2020-09-04
C0249,23.0,user249@example.com,76049.13121925351,Australia,416-555-0249,2020-09-05
C0250,25.0,user250@example.com,44127.99144445744,Canada,416-555-0250,2020-09-06
C0251,44.0,user251@example.com,63955.73687178653,USA,416-555-0251,2020-09-07
C0252,26.0,user252@example.com,30233.55219452819,Canada,416-555-0252,2020-09-08
C0253,79.0,user253@example.com,108147.09963320282,Canada,416-555-0253,2020-09-09
C0254,54.0,user254@example.com,37606.530691261374,USA,416-555-0254,2020-09-10
C0255,50.0,user255@example.com,83755.02740298875,Canada,416-555-0255,2020-09-11
C0256,68.0,user256@example.com,118763.12962801337,Canada,416-555-0256,2020-09-12
C0257,59.0,user257@example.com,78293.15813885993,Australia,416-555-0257,2020-09-13
C0258,61.0,user258@example.com,113163.75831966898,UK,416-555-0258,2020-09-14
C0259,41.0,user259@example.com,51250.48798056639,Canada,416-555-0259,2020-09-15
C0260,32.0,user260@example.com,98395.9868043827,Canada,416-555-0260,2020-09-16
C0261,76.0,user261@example.com,77813.91785761807,Canada,416-555-0261,2020-09-17
C0262,71.0,user262@example.com,94846.44552523183,Australia,416-555-0262,2020-09-18
C0263,49.0,user263@example.com,35610.72262601173,UK,416-555-0263,2020-09-19
C0264,49.0,user264@example.com,43296.5182715604,USA,416-555-0264,2020-09-20
C0265,41.0,user265@example.com,41980.52357287304,Australia,416-555-0265,2020-09-21
C0266,58.0,user266@example.com,91844.89548629979,Australia,416-555-0266,2020-09-22
C0267,69.0,user267@example.com,105999.66053702659,UK,416-555-0267,2020-09-23
C0268,66.0,user268@example.com,97465.46088077287,UK,416-555-0268,2020-09-24
C0269,79.0,user269@example.com,32742.493746023476,Australia,416-555-0269,2020-09-25
C0270,66.0,user270@example.com,108049.34829672509,USA,416-555-0270,2020-09-26
C0271,75.0,user271@example.com,,Australia,416-555-0271,2020-09-27
C0272,69.0,user272@example.com,65744.74492536743,UK,416-555-0272,2020-09-28
C0273,29.0,user273@example.com,39438.224987923284,USA,416-555-0273,2020-09-29
C0274,79.0,user274@example.com,96366.46854844372,UK,416-555-0274,2020-09-30
C0275,56.0,user275@example.com,46405.549062836224,USA,416-555-0275,2020-10-01
C0276,19.0,user276@example.com,80756.85828169528,Canada,416-555-0276,2020-10-02
C0277,20.0,user277@example.com,105663.8987290138,UK,416-555-0277,2020-10-03
C0278,66.0,user278@example.com,38028.38958408506,UK,416-555-0278,2020-10-04
C0279,54.0,user279@example.com,,Australia,416-555-0279,2020-10-05
C0280,66.0,user280@example.com,50989.47703948211,UK,416-555-0280,2020-10-06
C0281,73.0,user281@example.com,60863.41778504342,UK,416-555-0281,2020-10-07
C0282,34.0,user282@example.com,72657.29472875004,Canada,416-555-0282,2020-10-08
C0283,76.0,user283@example.com,61959.38729513743,UK,416-555-0283,2020-10-09
C0284,66.0,user284@example.com,88394.05562624184,Canada,416-555-0284,2020-10-10
C0285,19.0,user285@example.com,73162.38915788251,Canada,416-555-0285,2020-10-11
C0286,19.0,user286@example.com,82577.95362427524,Canada,416-555-0286,2020-10-12
C0287,45.0,user287@example.com,96314.02278554215,Canada,416-555-0287,2020-10-13
C0288,71.0,user288@example.com,80196.80393553937,USA,416-555-0288,2020-10-14
C0289,40.0,user289@example.com,82788.18911946833,Australia,416-555-0289,2020-10-15
C0290,54.0,user290@example.com,80801.26882703771,USA,416-555-0290,2020-10-16
C0291,49.0,user291@example.com,64089.536335616045,UK,416-555-0291,2020-10-17
C0292,50.0,user292@example.com,60370.21504847263,USA,416-555-0292,2020-10-18
C0293,18.0,user293@example.com,110968.2657430511,USA,416-555-0293,2020-10-19
C0294,36.0,user294@example.com,84679.97000642156,UK,416-555-0294,2020-10-20
C0295,79.0,user295@example.com,51991.783991818906,UK,416-555-0295,2020-10-21
C0296,19.0,user296@example.com,74842.29280640461,UK,416-555-0296,2020-10-22
C0297,70.0,user297@example.com,59731.36331528226,USA,416-555-0297,2020-10-23
C0298,61.0,user298@example.com,114032.26413838871,USA,416-555-0298,2020-10-24
C0299,43.0,user299@example.com,30678.092682066726,UK,416-555-0299,2020-10-25
C0300,49.0,user300@example.com,50279.95179412754,Australia,416-555-0300,2020-10-26
C0301,23.0,user301@example.com,62882.113770665186,Australia,416-555-0301,2020-10-27
C0302,49.0,user302@example.com,73902.88207278642,Canada,416-555-0302,2020-10-28
C0303,72.0,user303@example.com,106573.57660525315,UK,416-555-0303,2020-10-29
C0304,21.0,user304@example.com,37909.88620861295,Canada,416-555-0304,2020-10-30
C0305,72.0,user305@example.com,,Australia,416-555-0305,2020-10-31
C0306,28.0,user306@example.com,,Canada,416-555-0306,2020-11-01
C0307,73.0,user307@example.com,105808.26317683635,UK,416-555-0307,2020-11-02
C0308,76.0,user308@example.com,34647.193008706156,UK,416-555-0308,2020-11-03
C0309,34.0,user309@example.com,31641.823328552495,UK,416-555-0309,2020-11-04
C0310,55.0,user310@example.com,92726.53161297794,USA,416-555-0310,2020-11-05
C0311,41.0,user311@example.com,119752.99812915549,Canada,416-555-0311,2020-11-06
C0312,22.0,,110694.92366766187,Australia,416-555-0312,2020-11-07
C0313,69.0,user313@example.com,81839.85760250941,Australia,416-555-0313,2020-11-08
C0314,51.0,user314@example.com,,Australia,416-555-0314,2020-11-09
C0315,23.0,user315@example.com,30477.00057578449,USA,416-555-0315,2020-11-10
C0316,39.0,user316@example.com,117756.04466506283,USA,416-555-0316,2020-11-11
C0317,28.0,user317@example.com,74167.39013329061,UK,416-555-0317,2020-11-12
C0318,65.0,user318@example.com,95060.64869595981,Australia,416-555-0318,2020-11-13
C0319,33.0,user319@example.com,103877.53258380173,USA,416-555-0319,2020-11-14
C0320,50.0,user320@example.com,94661.15437528983,UK,416-555-0320,2020-11-15
C0321,26.0,user321@example.com,78153.30588404194,Australia,416-555-0321,2020-11-16
C0322,77.0,user322@example.com,72895.75357137708,Canada,416-555-0322,2020-11-17
C0323,76.0,user323@example.com,105472.43028323623,UK,416-555-0323,2020-11-18
C0324,23.0,user324@example.com,48456.98041345132,USA,416-555-0324,2020-11-19
C0325,33.0,user325@example.com,117119.46598538109,USA,416-555-0325,2020-11-20
C0326,46.0,,93985.72309530734,UK,416-555-0326,2020-11-21
C0327,20.0,user327@example.com,47955.62346044878,UK,416-555-0327,2020-11-22
C0328,37.0,user328@example.com,"$96,262.25",USA,416-555-0328,2020-11-23
C0329,77.0,user329@example.com,77685.6020863005,Canada,416-555-0329,2020-11-24
C0330,76.0,user330@example.com,93650.70860800002,Australia,416-555-0330,2020-11-25
C0331,53.0,user331@example.com,99100.1551298555,Canada,416-555-0331,2020-11-26
C0332,36.0,user332@example.com,,UK,416-555-0332,2020-11-27
C0333,43.0,user333@example.com,75549.35607234124,Canada,416-555-0333,2020-11-28
C0334,20.0,user334@example.com,113881.29080312407,USA,416-555-0334,2020-11-29
C0335,36.0,user335@example.com,58857.797294356285,UK,416-555-0335,2020-11-30
C0336,37.0,user336@example.com,83449.47878021089,Australia,416-555-0336,2020-12-01
C0337,49.0,user337@example.com,63230.74333589065,USA,416-555-0337,2020-12-02
C0338,24.0,user338@example.com,70884.11749971897,USA,416-555-0338,2020-12-03
C0339,69.0,user339@example.com,79374.28061443378,Australia,416-555-0339,2020-12-04
C0340,58.0,user340@example.com,79402.97819000795,Australia,416-555-0340,2020-12-05
C0341,50.0,user341@example.com,,Canada,416-555-0341,2020-12-06
C0342,57.0,user342@example.com,,UK,416-555-0342,2020-12-07
C0343,56.0,user343@example.com,37908.130011839115,Australia,416-555-0343,2020-12-08
C0344,35.0,user344@example.com,42494.22960978183,Australia,416-555-0344,2020-12-09
C0345,57.0,user345@example.com,30243.98094728967,UK,416-555-0345,2020-12-10
C0346,18.0,user346@example.com,40502.64577275132,Australia,416-555-0346,2020-12-11
C0347,28.0,user347@example.com,72584.95809467029,Australia,416-555-0347,2020-12-12
C0348,45.0,user348@example.com,84549.16929502547,Canada,416-555-0348,2020-12-13
C0349,74.0,user349@example.com,101486.05049698162,USA,416-555-0349,2020-12-14
